,clones,clones_unique,views,views_unique,issues_closed,issues_open,pulls_closed,pulls_open,forks,stargazers,subscribers,contributors,commits,total_commits,updated_on
2023-12-12,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-13,1.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-14,1.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-15,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-16,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-17,0.0,0.0,39.0,1.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-18,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2023-12-25
2023-12-19,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-20,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-21,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-22,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-23,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-24,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-25,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-01
2023-12-26,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2023-12-27,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2023-12-28,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2023-12-29,2.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2023-12-30,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2023-12-31,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-08
2024-01-01,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-14
2024-01-02,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-03,1.0,1.0,1.0,1.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-04,1.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-05,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-06,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-07,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-08,0.0,0.0,1.0,1.0,0,0,0,0,0,4,4,1,0,11,2024-01-15
2024-01-09,0.0,0.0,1.0,1.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-10,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-11,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-12,2.0,2.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-13,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-14,2.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-15,0.0,0.0,1.0,1.0,0,0,0,0,0,4,4,1,0,11,2024-01-22
2024-01-16,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-17,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-18,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-19,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-20,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-21,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-22,1.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-23,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-24,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-25,1.0,1.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-26,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-27,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-28,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
2024-01-29,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,1,0,11,2024-01-29
